player_id,player_name,last_rank,last_rank_points,last_age,last_height,overall_elo,hand,career_matches,career_win_rate,recent_win_rate,hard_surface_win_rate,hard_surface_elo,clay_surface_win_rate,clay_surface_elo,grass_surface_win_rate,grass_surface_elo,carpet_surface_win_rate,carpet_surface_elo,unknown_surface_win_rate,unknown_surface_elo
104952,Martin Pedersen,749.0,27.0,27.7,0.0,1486.128596879599,R,25,0.48,0.4,0.4166666666666667,1477.6285628475898,0.6,1526.199222176088,0.0,1500.0,0.3333333333333333,1484.0843578867411,0.0,1500.0
104888,Martin Rmus,9999.0,0.0,19.3,0.0,1483.3296897362338,R,1,0.0,0.0,0.0,1500.0,0.0,1500.0,0.0,1484.0,0.0,1500.0,0.0,1500.0
101675,Martin Rodriguez,149.0,264.0,31.3,178.0,1432.70676023433,R,15,0.3333333333333333,0.4,0.25,1468.463308994049,0.36363636363636365,1456.2186856003614,0.0,1500.0,0.0,1500.0,0.0,1500.0
108688,Martin Sayer,9999.0,0.0,23.6,0.0,1515.7052786940358,R,8,0.625,0.625,0.5,1488.0460152406363,1.0,1531.300703384349,0.0,1500.0,0.0,1500.0,0.0,1500.0
103763,Martin Slanar,232.0,171.0,27.4,0.0,1493.8385063997318,R,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1491.598990267307,0.0,1500.0,0.0,1500.0,0.0,1500.0,0.0,1500.0
102689,Martin Spottl,193.0,184.0,24.2,180.0,1470.1963165863601,R,2,0.0,0.0,0.0,1484.0,0.0,1484.7670957122705,0.0,1500.0,0.0,1500.0,0.0,1500.0
108664,Martin Stiegwardt,9999.0,0.0,18.3,0.0,1516.0,U,1,1.0,1.0,0.0,1500.0,1.0,1516.0,0.0,1500.0,0.0,1500.0,0.0,1500.0
104993,Martin Vaisse,309.0,146.0,26.7,0.0,1490.777572190053,U,1,0.0,0.0,0.0,1500.0,0.0,1481.246675094097,0.0,1500.0,0.0,1500.0,0.0,1500.0
103506,Martin Vassallo Arguello,102.0,515.0,29.9,183.0,1441.9328422696194,R,121,0.36363636363636365,0.1,0.14814814814814814,1366.929483264863,0.4367816091954023,1518.8132698900083,0.2857142857142857,1462.5075771783177,0.0,1500.0,0.0,1500.0
103280,Martin Verkerk,316.0,112.0,29.6,196.0,1504.2032437725086,R,121,0.45454545454545453,0.0,0.375,1472.604132157331,0.5084745762711864,1557.872987936063,0.25,1447.314176371704,0.5714285714285714,1557.7842854337205,0.0,1500.0
104421,Martin Vilarrubi,533.0,49.0,22.4,0.0,1529.4625481166074,R,10,0.6,0.6,1.0,1531.263693206478,0.5,1507.529619290812,0.0,1500.0,0.0,1500.0,0.0,1500.0
106342,Martins Podzus,860.0,18.0,22.5,188.0,1459.530087649563,R,12,0.3333333333333333,0.4,0.2857142857142857,1460.486807025297,0.4,1489.2144812936026,0.0,1500.0,0.0,1500.0,0.0,1500.0
207587,Martins Rocens,1763.0,1.0,23.8,185.0,1479.612438967062,R,2,0.0,0.0,0.0,1477.5473935441794,0.0,1500.0,0.0,1500.0,0.0,1500.0,0.0,1500.0
105916,Marton Fucsovics,91.0,629.0,32.7,188.0,1658.5943158435407,R,313,0.5015974440894568,0.2,0.48936170212765956,1586.6251755581961,0.5274725274725275,1634.0229852017635,0.5,1587.161248566892,0.5,1504.590972888783,0.0,1500.0
210105,Martyn Pawelski,661.0,46.0,19.8,196.0,1516.0,R,1,1.0,1.0,1.0,1516.0,0.0,1500.0,0.0,1500.0,0.0,1500.0,0.0,1500.0
202359,Marvin Moeller,9999.0,0.0,17.4,178.0,1487.1885596517566,R,1,0.0,0.0,0.0,1500.0,0.0,1485.2829108574904,0.0,1500.0,0.0,1500.0,0.0,1500.0
104270,Marvin Rolle,1638.0,2.0,25.6,0.0,1409.9348472346978,R,6,0.0,0.0,0.0,1442.26920571935,0.0,1464.7750052428567,0.0,1500.0,0.0,1500.0,0.0,1500.0
108608,Marwan Zewar,9999.0,0.0,20.4,0.0,1483.263693206478,U,1,0.0,0.0,0.0,1500.0,0.0,1500.0,0.0,1500.0,0.0,1484.0,0.0,1500.0
101997,Marzio Martelli,345.0,83.0,29.5,180.0,1489.878106455423,R,5,0.4,0.4,0.5,1503.8258437847267,0.3333333333333333,1486.376669262214,0.0,1500.0,0.0,1500.0,0.0,1500.0
102497,Mashiska Washington,864.0,11.0,30.5,180.0,1460.1710762962027,R,5,0.2,0.2,0.2,1460.1049305990782,0.0,1500.0,0.0,1500.0,0.0,1500.0,0.0,1500.0
103435,Massimo Dellacqua,472.0,57.0,28.7,193.0,1477.2850354604088,R,6,0.16666666666666666,0.16666666666666666,0.0,1474.2174230795144,0.0,1482.31635846222,0.5,1500.4760458270084,0.0,1500.0,0.0,1500.0
